,user,year,books_read,pages_read,average
4262,638,2005,1,400,1.1
4263,638,2006,0,0,0.0
4264,638,2007,1,368,1.01
4265,638,2008,0,0,0.0
4266,638,2009,0,0,0.0
4267,638,2010,3,472,1.29
4268,638,2011,9,2803,7.68
4269,638,2012,21,6530,17.89
4270,638,2013,53,13661,37.43
4271,638,2014,44,12890,35.32
4272,638,2015,64,16392,44.91
4273,638,2016,88,17938,49.15
4274,638,2017,73,15228,41.72
4275,638,2018,19,5037,13.8
4276,638,2019,22,6399,17.53
4277,638,2020,113,29250,80.14
4278,638,2021,163,47086,129.0
4279,638,2022,138,40046,109.72
4280,638,2023,129,36015,98.67
4281,638,2024,166,48560,133.04
4282,638,2025,93,29807,81.66
4283,639,2016,1,240,0.66
4284,639,2017,2,371,1.02
4285,639,2018,18,5824,15.96
4286,639,2019,49,20679,56.65
4287,639,2020,23,7726,21.17
4288,639,2021,7,2851,7.81
4289,639,2022,5,2251,6.17
4290,639,2023,9,4731,12.96
4291,639,2024,2,736,2.02
4292,639,2025,21,8155,22.34
4293,640,2012,1,144,0.39
4294,640,2013,14,4501,12.33
4295,640,2014,17,7417,20.32
4296,640,2015,6,4380,12.0
4297,640,2016,21,8551,23.43
4298,640,2017,13,3372,9.24
4299,640,2018,22,7231,19.81
4300,640,2019,73,23025,63.08
4301,640,2020,94,28707,78.65
4302,640,2021,88,28462,77.98
4303,640,2022,111,35303,96.72
4304,640,2023,134,47392,129.84
4305,640,2024,81,27514,75.38
4306,640,2025,70,21237,58.18
4307,641,2010,1,292,0.8
4308,641,2011,0,0,0.0
4309,641,2012,0,0,0.0
4310,641,2013,0,0,0.0
4311,641,2014,1,288,0.79
4312,641,2015,0,0,0.0
4313,641,2016,0,0,0.0
4314,641,2017,0,0,0.0
4315,641,2018,0,0,0.0
4316,641,2019,0,0,0.0
4317,641,2020,1,368,1.01
4318,641,2021,8,2562,7.02
4319,641,2022,4,1259,3.45
4320,641,2023,9,3485,9.55
4321,641,2024,15,7382,20.22
4322,641,2025,48,19622,53.76
4323,642,2022,2,837,2.29
4324,642,2023,28,9573,26.23
4325,642,2024,54,19463,53.32
4326,642,2025,115,40820,111.84
4327,643,1980,1,497,1.36
4328,643,1981,0,0,0.0
4329,643,1982,0,0,0.0
4330,643,1983,0,0,0.0
4331,643,1984,0,0,0.0
4332,643,1985,0,0,0.0
4333,643,1986,0,0,0.0
4334,643,1987,0,0,0.0
4335,643,1988,0,0,0.0
4336,643,1989,0,0,0.0
4337,643,1990,0,0,0.0
4338,643,1991,0,0,0.0
4339,643,1992,0,0,0.0
4340,643,1993,0,0,0.0
4341,643,1994,0,0,0.0
4342,643,1995,0,0,0.0
4343,643,1996,0,0,0.0
4344,643,1997,0,0,0.0
4345,643,1998,0,0,0.0
4346,643,1999,0,0,0.0
4347,643,2000,0,0,0.0
4348,643,2001,0,0,0.0
4349,643,2002,0,0,0.0
4350,643,2003,0,0,0.0
4351,643,2004,0,0,0.0
4352,643,2005,0,0,0.0
4353,643,2006,0,0,0.0
4354,643,2007,0,0,0.0
4355,643,2008,0,0,0.0
4356,643,2009,0,0,0.0
4357,643,2010,0,0,0.0
4358,643,2011,0,0,0.0
4359,643,2012,2,248,0.68
4360,643,2013,5,2193,6.01
4361,643,2014,29,12630,34.6
4362,643,2015,0,0,0.0
4363,643,2016,0,0,0.0
4364,643,2017,5,11285,30.92
4365,643,2018,7,2680,7.34
4366,643,2019,44,17698,48.49
4367,643,2020,56,22172,60.75
4368,643,2021,64,25926,71.03
4369,643,2022,99,37046,101.5
4370,643,2023,128,45720,125.26
4371,643,2024,101,38601,105.76
4372,643,2025,76,29574,81.02
4373,644,2020,256,67165,184.01
4374,644,2021,232,72501,198.63
4375,644,2022,227,76485,209.55
4376,644,2023,216,70331,192.69
4377,644,2024,208,70216,192.37
4378,644,2025,199,63599,174.24
4379,645,2021,3,885,2.42
4380,645,2022,1,317,0.87
4381,645,2023,2,710,1.95
4382,645,2024,15,4146,11.36
4383,645,2025,11,2749,7.53
4384,646,1997,2,200,0.55
4385,646,1998,13,1162,3.18
4386,646,1999,5,872,2.39
4387,646,2000,6,1328,3.64
4388,646,2001,7,1326,3.63
4389,646,2002,2,418,1.15
4390,646,2003,24,4472,12.25
4391,646,2004,5,807,2.21
4392,646,2005,2,963,2.64
4393,646,2006,6,1576,4.32
4394,646,2007,8,1909,5.23
4395,646,2008,4,1086,2.98
4396,646,2009,7,2564,7.02
4397,646,2010,3,922,2.53
4398,646,2011,14,5577,15.28
4399,646,2012,21,7266,19.91
4400,646,2013,28,10727,29.39
4401,646,2014,34,12460,34.14
4402,646,2015,42,15921,43.62
4403,646,2016,37,14412,39.48
4404,646,2017,31,11716,32.1
4405,646,2018,32,14077,38.57
4406,646,2019,23,12698,34.79
4407,646,2020,19,10004,27.41
4408,646,2021,37,17237,47.22
4409,646,2022,46,21061,57.7
4410,646,2023,69,26549,72.74
4411,646,2024,93,40167,110.05
4412,646,2025,98,40803,111.79
4413,647,2024,104,41431,113.51
4414,647,2025,96,43156,118.24
4415,648,1996,1,128,0.35
4416,648,1997,3,1143,3.13
4417,648,1998,1,905,2.48
4418,648,1999,0,0,0.0
4419,648,2000,3,1243,3.41
4420,648,2001,1,103,0.28
4421,648,2002,2,947,2.59
4422,648,2003,2,323,0.88
4423,648,2004,1,448,1.23
4424,648,2005,7,4232,11.59
4425,648,2006,10,4420,12.11
4426,648,2007,5,2121,5.81
4427,648,2008,7,3088,8.46
4428,648,2009,1,288,0.79
4429,648,2010,6,2285,6.26
4430,648,2011,3,1757,4.81
4431,648,2012,3,962,2.64
4432,648,2013,1,835,2.29
4433,648,2014,1,386,1.06
4434,648,2015,3,764,2.09
4435,648,2016,0,0,0.0
4436,648,2017,2,1063,2.91
4437,648,2018,5,1402,3.84
4438,648,2019,2,880,2.41
4439,648,2020,5,1418,3.88
4440,648,2021,4,1438,3.94
4441,648,2022,5,2051,5.62
4442,648,2023,6,1708,4.68
4443,648,2024,3,1020,2.79
4444,648,2025,20,7641,20.93
4445,649,2021,3,1288,3.53
4446,649,2022,4,1920,5.26
4447,649,2023,4,1429,3.92
4448,649,2024,5,2356,6.45
4449,649,2025,1,645,1.77
4450,650,2018,25,9044,24.78
4451,650,2019,95,32262,88.39
4452,650,2020,220,77688,212.84
4453,650,2021,189,73923,202.53
4454,650,2022,185,76090,208.47
4455,650,2023,230,81890,224.36
4456,650,2024,342,108175,296.37
4457,650,2025,353,114296,313.14
4458,651,2018,1,341,0.93
4459,651,2019,18,6315,17.3
4460,651,2020,25,8263,22.64
4461,651,2021,26,9641,26.41
4462,651,2022,40,13334,36.53
4463,651,2023,28,10517,28.81
4464,651,2024,20,6714,18.39
4465,651,2025,21,8013,21.95
4466,652,2025,15,5746,15.74
4467,653,2019,1,384,1.05
4468,653,2020,42,17487,47.91
4469,653,2021,113,44155,120.97
4470,653,2022,156,56318,154.3
4471,653,2023,193,64148,175.75
4472,653,2024,188,65748,180.13
4473,653,2025,168,55326,151.58
4474,654,2023,40,17641,48.33
4475,654,2024,143,45776,125.41
4476,654,2025,66,34655,94.95
4477,655,2022,28,9587,26.27
4478,655,2023,56,26235,71.88
4479,655,2024,72,37644,103.13
4480,655,2025,57,26620,72.93
4481,656,2023,36,13795,37.79
4482,656,2024,60,22755,62.34
4483,656,2025,114,35372,96.91
4484,657,2020,5,1750,4.79
4485,657,2021,16,6485,17.77
4486,657,2022,21,8223,22.53
4487,657,2023,42,16230,44.47
4488,657,2024,41,15949,43.7
4489,657,2025,24,9957,27.28
4490,658,2022,72,27123,74.31
4491,658,2023,61,22156,60.7
4492,658,2024,100,36645,100.4
4493,658,2025,156,54530,149.4
4494,659,2016,5,1672,4.58
4495,659,2017,15,5395,14.78
4496,659,2018,6,1751,4.8
4497,659,2019,0,0,0.0
4498,659,2020,0,0,0.0
4499,659,2021,0,0,0.0
4500,659,2022,1,109,0.3
4501,659,2023,0,0,0.0
4502,659,2024,7,2155,5.9
4503,659,2025,26,10923,29.93
4504,660,2013,3,1006,2.76
4505,660,2014,1,263,0.72
4506,660,2015,0,0,0.0
4507,660,2016,0,0,0.0
4508,660,2017,1,395,1.08
4509,660,2018,2,799,2.19
4510,660,2019,2,688,1.88
4511,660,2020,0,0,0.0
4512,660,2021,4,1559,4.27
4513,660,2022,0,0,0.0
4514,660,2023,7,2707,7.42
4515,660,2024,145,61824,169.38
4516,660,2025,197,83101,227.67
4517,661,2023,66,24090,66.0
4518,661,2024,104,40535,111.05
4519,661,2025,86,28049,76.85
4520,662,2022,17,7189,19.7
4521,662,2023,64,24185,66.26
4522,662,2024,70,27557,75.5
4523,662,2025,47,20903,57.27
4524,663,2022,23,8401,23.02
4525,663,2023,40,11656,31.93
4526,663,2024,59,21090,57.78
4527,663,2025,11,4320,11.84
4528,664,2022,4,1454,3.98
4529,664,2023,92,33926,92.95
4530,664,2024,203,82027,224.73
4531,664,2025,261,105147,288.07
4532,665,2024,10,4330,11.86
4533,665,2025,50,25651,70.28
4534,666,2021,59,20490,56.14
4535,666,2022,260,87572,239.92
4536,666,2023,345,107534,294.61
4537,666,2024,375,114066,312.51
4538,666,2025,261,87114,238.67
4539,667,2025,4,1503,4.12
4540,668,2024,15,4291,11.76
4541,668,2025,133,47744,130.81
4542,669,2025,34,11175,30.62
4543,670,2013,15,5695,15.6
4544,670,2014,33,13656,37.41
4545,670,2015,35,12395,33.96
4546,670,2016,34,12314,33.74
4547,670,2017,41,14295,39.16
4548,670,2018,47,16482,45.16
4549,670,2019,40,13788,37.78
4550,670,2020,73,24963,68.39
4551,670,2021,83,30382,83.24
4552,670,2022,62,21618,59.23
4553,670,2023,82,27068,74.16
4554,670,2024,86,33681,92.28
4555,670,2025,83,27885,76.4
4556,671,2010,1,199,0.55
4557,671,2011,0,0,0.0
4558,671,2012,0,0,0.0
4559,671,2013,0,0,0.0
4560,671,2014,0,0,0.0
4561,671,2015,0,0,0.0
4562,671,2016,1,391,1.07
4563,671,2017,0,0,0.0
4564,671,2018,0,0,0.0
4565,671,2019,0,0,0.0
4566,671,2020,0,0,0.0
4567,671,2021,0,0,0.0
4568,671,2022,51,14023,38.42
4569,671,2023,42,14361,39.35
4570,671,2024,37,12061,33.04
4571,671,2025,81,23967,65.66
4572,672,2017,10,2262,6.2
4573,672,2018,17,4172,11.43
4574,672,2019,19,5045,13.82
4575,672,2020,49,14030,38.44
4576,672,2021,49,10763,29.49
4577,672,2022,49,11650,31.92
4578,672,2023,33,6922,18.96
4579,672,2024,19,4816,13.19
4580,672,2025,12,4350,11.92
4581,673,2011,111,42617,116.76
4582,673,2012,80,26455,72.48
4583,673,2013,49,15458,42.35
4584,673,2014,57,18009,49.34
4585,673,2015,60,20087,55.03
4586,673,2016,64,21334,58.45
4587,673,2017,72,23802,65.21
4588,673,2018,75,27066,74.15
4589,673,2019,78,26368,72.24
4590,673,2020,102,33581,92.0
4591,673,2021,107,37031,101.45
4592,673,2022,104,34979,95.83
4593,673,2023,124,41793,114.5
4594,673,2024,141,47969,131.42
4595,673,2025,141,47240,129.42
4596,674,2025,27,10164,27.85
4597,675,2024,90,34591,94.77
4598,675,2025,145,50511,138.39
4599,676,2022,7,2569,7.04
4600,676,2023,15,4769,13.07
4601,676,2024,21,7651,20.96
4602,676,2025,22,8024,21.98
4603,677,2013,2,452,1.24
4604,677,2014,2,582,1.59
4605,677,2015,5,1287,3.53
4606,677,2016,5,1132,3.1
4607,677,2017,15,3821,10.47
4608,677,2018,7,2679,7.34
4609,677,2019,10,2709,7.42
4610,677,2020,31,10922,29.92
4611,677,2021,0,0,0.0
4612,677,2022,2,816,2.24
4613,677,2023,1,224,0.61
4614,677,2024,1,368,1.01
4615,677,2025,28,7372,20.2
4616,678,2022,6,2127,5.83
4617,678,2023,32,10892,29.84
4618,678,2024,34,11507,31.53
4619,678,2025,31,12311,33.73
4620,679,2024,4,1316,3.61
4621,679,2025,43,15485,42.42
4622,680,2015,14,6910,18.93
4623,680,2016,13,4679,12.82
4624,680,2017,16,4035,11.05
4625,680,2018,17,7667,21.01
4626,680,2019,27,7706,21.11
4627,680,2020,53,14656,40.15
4628,680,2021,124,34932,95.7
4629,680,2022,66,18989,52.02
4630,680,2023,78,29747,81.5
4631,680,2024,58,20472,56.09
4632,680,2025,101,35027,95.96
4633,681,2025,18,6155,16.86
4634,682,2025,9,3451,9.45
4635,683,2004,1,179,0.49
4636,683,2005,3,627,1.72
4637,683,2006,3,684,1.87
4638,683,2007,6,1492,4.09
4639,683,2008,11,3071,8.41
4640,683,2009,17,4205,11.52
4641,683,2010,6,1923,5.27
4642,683,2011,3,892,2.44
4643,683,2012,10,2452,6.72
4644,683,2013,6,1586,4.35
4645,683,2014,17,5978,16.38
4646,683,2015,12,2931,8.03
4647,683,2016,63,16122,44.17
4648,683,2017,44,10569,28.96
4649,683,2018,57,15603,42.75
4650,683,2019,42,11855,32.48
4651,683,2020,57,18170,49.78
4652,683,2021,51,17125,46.92
4653,683,2022,74,24510,67.15
4654,683,2023,37,11765,32.23
4655,683,2024,52,14970,41.01
4656,683,2025,80,21348,58.49
4657,684,2019,12,3773,10.34
4658,684,2020,2,973,2.67
4659,684,2021,0,0,0.0
4660,684,2022,0,0,0.0
4661,684,2023,0,0,0.0
4662,684,2024,0,0,0.0
4663,684,2025,38,20139,55.18
4664,685,2017,3,1278,3.5
4665,685,2018,20,8112,22.22
4666,685,2019,22,7699,21.09
4667,685,2020,22,7084,19.41
4668,685,2021,20,7895,21.63
4669,685,2022,26,9564,26.2
4670,685,2023,118,55838,152.98
4671,685,2024,108,43123,118.15
4672,685,2025,98,35771,98.0
4673,686,2017,1,416,1.14
4674,686,2018,0,0,0.0
4675,686,2019,0,0,0.0
4676,686,2020,0,0,0.0
4677,686,2021,0,0,0.0
4678,686,2022,35,16448,45.06
4679,686,2023,63,28533,78.17
4680,686,2024,37,16983,46.53
4681,686,2025,40,12846,35.19
4682,687,2023,82,31574,86.5
4683,687,2024,99,34651,94.93
4684,687,2025,225,79503,217.82
4685,688,2025,22,6975,19.11
4686,689,2022,5,1746,4.78
4687,689,2023,0,0,0.0
4688,689,2024,1,469,1.28
4689,689,2025,9,3202,8.77
4690,690,2025,15,6803,18.64
4691,691,2019,3,1011,2.77
4692,691,2020,2,686,1.88
4693,691,2021,4,1655,4.53
4694,691,2022,2,923,2.53
4695,691,2023,16,3066,8.4
4696,691,2024,26,9602,26.31
4697,691,2025,59,19297,52.87
4698,692,2023,16,8602,23.57
4699,692,2024,28,13604,37.27
4700,692,2025,51,19949,54.65
4701,693,2023,6,2025,5.55
4702,693,2024,0,0,0.0
4703,693,2025,25,9214,25.24
4704,694,2006,1,37,0.1
4705,694,2007,0,0,0.0
4706,694,2008,2,408,1.12
4707,694,2009,0,0,0.0
4708,694,2010,0,0,0.0
4709,694,2011,1,192,0.53
4710,694,2012,14,6387,17.5
4711,694,2013,0,0,0.0
4712,694,2014,2,942,2.58
4713,694,2015,42,18666,51.14
4714,694,2016,77,25560,70.03
4715,694,2017,98,29002,79.46
4716,694,2018,46,12164,33.33
4717,694,2019,76,22151,60.69
4718,694,2020,54,16682,45.7
4719,694,2021,101,25352,69.46
4720,694,2022,258,70480,193.1
4721,694,2023,370,112361,307.84
4722,694,2024,267,87078,238.57
4723,694,2025,279,72488,198.6
4724,695,2024,84,36266,99.36
4725,695,2025,81,31161,85.37
4726,696,2022,53,23368,64.02
4727,696,2023,100,36732,100.64
4728,696,2024,128,47339,129.7
4729,696,2025,120,43888,120.24
4730,697,2024,1,419,1.15
4731,697,2025,22,10803,29.6
4732,698,2024,1,336,0.92
4733,698,2025,28,10005,27.41
4734,699,2008,1,435,1.19
4735,699,2009,1,498,1.36
4736,699,2010,0,0,0.0
4737,699,2011,4,934,2.56
4738,699,2012,4,1536,4.21
4739,699,2013,1,364,1.0
4740,699,2014,3,1573,4.31
4741,699,2015,2,701,1.92
4742,699,2016,1,271,0.74
4743,699,2017,2,346,0.95
4744,699,2018,7,2568,7.04
4745,699,2019,2,692,1.9
4746,699,2020,3,1138,3.12
4747,699,2021,0,0,0.0
4748,699,2022,0,0,0.0
4749,699,2023,1,336,0.92
4750,699,2024,13,4514,12.37
4751,699,2025,12,4182,11.46
4752,700,2025,138,45363,124.28
4753,701,2022,128,31313,85.79
4754,701,2023,164,37419,102.52
4755,701,2024,75,18495,50.67
4756,701,2025,76,21395,58.62
4757,702,2024,55,20507,56.18
4758,702,2025,44,14949,40.96
4759,703,2025,39,11137,30.51
4760,704,2024,3,1485,4.07
4761,704,2025,86,29647,81.22
4762,705,2021,21,7872,21.57
4763,705,2022,64,23739,65.04
4764,705,2023,53,22866,62.65
4765,705,2024,29,11038,30.24
4766,705,2025,54,23145,63.41
4767,706,2015,2,720,1.97
4768,706,2016,0,0,0.0
4769,706,2017,0,0,0.0
4770,706,2018,2,2174,5.96
4771,706,2019,14,5451,14.93
4772,706,2020,10,2924,8.01
4773,706,2021,1,360,0.99
4774,706,2022,1,320,0.88
4775,706,2023,1,422,1.16
4776,706,2024,7,2863,7.84
4777,706,2025,23,8252,22.61
4778,707,2020,1,416,1.14
4779,707,2021,1,352,0.96
4780,707,2022,76,28320,77.59
4781,707,2023,89,34621,94.85
4782,707,2024,77,29214,80.04
4783,707,2025,72,28401,77.81
4784,708,2018,2,384,1.05
4785,708,2019,0,0,0.0
4786,708,2020,1,813,2.23
4787,708,2021,0,0,0.0
4788,708,2022,1,364,1.0
4789,708,2023,12,3932,10.77
4790,708,2024,40,8561,23.45
4791,708,2025,54,15864,43.46
4792,709,2024,25,9877,27.06
4793,709,2025,31,10337,28.32
4794,710,2025,42,14730,40.36
4795,711,2025,64,23045,63.14
4796,712,2015,3,1141,3.13
4797,712,2016,0,0,0.0
4798,712,2017,0,0,0.0
4799,712,2018,0,0,0.0
4800,712,2019,0,0,0.0
4801,712,2020,4,1569,4.3
4802,712,2021,28,10104,27.68
4803,712,2022,46,18095,49.58
4804,712,2023,54,22515,61.68
4805,712,2024,101,41599,113.97
4806,712,2025,117,52887,144.9
4807,713,2025,4,1365,3.74
4808,714,2025,8,2171,5.95
4809,715,2025,30,13447,36.84
4810,716,2017,2,1220,3.34
4811,716,2018,8,3455,9.47
4812,716,2019,26,11642,31.9
4813,716,2020,42,14458,39.61
4814,716,2021,45,17592,48.2
4815,716,2022,42,16571,45.4
4816,716,2023,82,28960,79.34
4817,716,2024,27,10084,27.63
4818,716,2025,57,23568,64.57
4819,717,2024,29,9431,25.84
4820,717,2025,54,18094,49.57
4821,718,2025,50,19793,54.23
4822,719,2001,1,320,0.88
4823,719,2002,1,240,0.66
4824,719,2003,2,560,1.53
4825,719,2004,2,435,1.19
4826,719,2005,5,1246,3.41
4827,719,2006,7,1892,5.18
4828,719,2007,3,766,2.1
4829,719,2008,10,2867,7.85
4830,719,2009,11,2965,8.12
4831,719,2010,11,3056,8.37
4832,719,2011,2,825,2.26
4833,719,2012,6,2330,6.38
4834,719,2013,3,980,2.68
4835,719,2014,9,2928,8.02
4836,719,2015,21,5347,14.65
4837,719,2016,26,7489,20.52
4838,719,2017,27,6500,17.81
4839,719,2018,29,11998,32.87
4840,719,2019,16,6003,16.45
4841,719,2020,16,5187,14.21
4842,719,2021,13,3865,10.59
4843,719,2022,10,3217,8.81
4844,719,2023,16,4601,12.61
4845,719,2024,14,4828,13.23
4846,719,2025,17,4877,13.36
4847,720,2016,3,0,0.0
4848,720,2017,10,3000,8.22
4849,720,2018,4,1480,4.05
4850,720,2019,4,535,1.47
4851,720,2020,5,1940,5.32
4852,720,2021,22,7194,19.71
4853,720,2022,50,12113,33.19
4854,720,2023,50,15689,42.98
4855,720,2024,68,19120,52.38
4856,720,2025,38,10407,28.51
4857,721,2018,17,6420,17.59
4858,721,2019,56,18462,50.58
4859,721,2020,99,32245,88.34
4860,721,2021,117,43145,118.21
4861,721,2022,100,33737,92.43
4862,721,2023,116,41574,113.9
4863,721,2024,78,25269,69.23
4864,721,2025,76,27065,74.15
4865,722,2023,82,31463,86.2
4866,722,2024,80,28470,78.0
4867,722,2025,78,30932,84.75
4868,723,2023,2,548,1.5
4869,723,2024,4,1256,3.44
4870,723,2025,292,117945,323.14
4871,724,2024,1,370,1.01
4872,724,2025,71,25866,70.87
4873,725,2022,35,12425,34.04
4874,725,2023,42,18609,50.98
4875,725,2024,42,17764,48.67
4876,725,2025,54,22605,61.93
4877,726,2024,128,44427,121.72
4878,726,2025,147,58031,158.99
4879,727,2023,1,375,1.03
4880,727,2024,25,13118,35.94
4881,727,2025,41,21430,58.71
4882,728,2024,6,2383,6.53
4883,728,2025,25,6888,18.87
4884,729,2025,355,122328,335.15
4885,730,2025,7,1405,3.85
4886,731,2024,12,4095,11.22
4887,731,2025,25,8873,24.31
4888,732,2024,32,10473,28.69
4889,732,2025,25,8589,23.53
4890,733,2019,18,4985,13.66
4891,733,2020,173,52939,145.04
4892,733,2021,184,51883,142.15
4893,733,2022,102,35981,98.58
4894,733,2023,128,41235,112.97
4895,733,2024,135,45178,123.78
4896,733,2025,131,40747,111.64
4897,734,2006,1,0,0.0
4898,734,2007,0,0,0.0
4899,734,2008,0,0,0.0
4900,734,2009,0,0,0.0
4901,734,2010,0,0,0.0
4902,734,2011,19,6889,18.87
4903,734,2012,38,14990,41.07
4904,734,2013,19,7843,21.49
4905,734,2014,31,14320,39.23
4906,734,2015,28,11136,30.51
4907,734,2016,25,10379,28.44
4908,734,2017,35,13671,37.45
4909,734,2018,41,14356,39.33
4910,734,2019,16,5197,14.24
4911,734,2020,6,2651,7.26
4912,734,2021,7,3353,9.19
4913,734,2022,13,4966,13.61
4914,734,2023,34,14277,39.12
4915,734,2024,47,19345,53.0
4916,734,2025,68,23157,63.44
4917,735,2010,1,199,0.55
4918,735,2011,1,416,1.14
4919,735,2012,2,400,1.1
4920,735,2013,4,1327,3.64
4921,735,2014,2,960,2.63
4922,735,2015,5,2458,6.73
4923,735,2016,12,3888,10.65
4924,735,2017,10,3719,10.19
4925,735,2018,33,13240,36.27
4926,735,2019,78,24055,65.9
4927,735,2020,69,21763,59.62
4928,735,2021,45,14049,38.49
4929,735,2022,45,14789,40.52
4930,735,2023,36,13207,36.18
4931,735,2024,26,8290,22.71
4932,735,2025,24,7794,21.35
4933,736,2013,2,691,1.89
4934,736,2014,9,2366,6.48
4935,736,2015,5,1647,4.51
4936,736,2016,0,0,0.0
4937,736,2017,0,0,0.0
4938,736,2018,7,1942,5.32
4939,736,2019,6,1952,5.35
4940,736,2020,9,2202,6.03
4941,736,2021,23,6946,19.03
4942,736,2022,20,6177,16.92
4943,736,2023,40,12113,33.19
4944,736,2024,35,10344,28.34
4945,736,2025,37,12944,35.46
4946,737,2022,1,384,1.05
4947,737,2023,9,4112,11.27
4948,737,2024,0,163,0.45
4949,737,2025,17,8835,24.21
4950,738,2007,1,365,1.0
4951,738,2008,0,0,0.0
4952,738,2009,0,0,0.0
4953,738,2010,0,0,0.0
4954,738,2011,0,0,0.0
4955,738,2012,0,0,0.0
4956,738,2013,0,0,0.0
4957,738,2014,0,0,0.0
4958,738,2015,0,0,0.0
4959,738,2016,0,0,0.0
4960,738,2017,0,0,0.0
4961,738,2018,0,0,0.0
4962,738,2019,0,0,0.0
4963,738,2020,1,448,1.23
4964,738,2021,1,195,0.53
4965,738,2022,2,928,2.54
4966,738,2023,1,282,0.77
4967,738,2024,0,0,0.0
4968,738,2025,1,320,0.88
4969,739,2024,53,19635,53.79
4970,739,2025,56,19456,53.3
4971,740,2025,2,740,2.03
4972,741,2024,14,4840,13.26
4973,741,2025,78,23649,64.79
4974,742,2023,36,14131,38.72
4975,742,2024,32,12420,34.03
4976,742,2025,26,11164,30.59
4977,743,2016,1,328,0.9
4978,743,2017,57,20330,55.7
4979,743,2018,73,27651,75.76
4980,743,2019,59,18820,51.56
4981,743,2020,57,22865,62.64
4982,743,2021,17,5818,15.94
4983,743,2022,24,8450,23.15
4984,743,2023,42,13345,36.56
4985,743,2024,31,11046,30.26
4986,743,2025,12,4073,11.16
4987,744,2024,29,11633,31.87
4988,744,2025,37,12436,34.07
4989,745,2023,3,1748,4.79
4990,745,2024,273,91503,250.69
4991,745,2025,220,74497,204.1
4992,746,2018,1,233,0.64
4993,746,2019,173,31447,86.16
4994,746,2020,389,76091,208.47
4995,746,2021,391,89096,244.1
4996,746,2022,340,88405,242.21
4997,746,2023,294,79864,218.81
4998,746,2024,256,72117,197.58
4999,746,2025,224,61142,167.51
5000,747,2012,1,336,0.92
5001,747,2013,1,463,1.27
5002,747,2014,0,0,0.0
5003,747,2015,46,16186,44.35
5004,747,2016,39,12875,35.27
5005,747,2017,4,1165,3.19
5006,747,2018,3,1161,3.18
5007,747,2019,12,3993,10.94
5008,747,2020,26,8804,24.12
5009,747,2021,77,25909,70.98
5010,747,2022,95,33307,91.25
5011,747,2023,95,30804,84.39
5012,747,2024,115,35033,95.98
5013,747,2025,83,28674,78.56
5014,748,2025,124,49675,136.1
5015,749,2023,8,2794,7.65
5016,749,2024,53,15265,41.82
5017,749,2025,52,16611,45.51
5018,750,2021,1,241,0.66
5019,750,2022,10,3785,10.37
5020,750,2023,25,8544,23.41
5021,750,2024,26,9316,25.52
5022,750,2025,23,8261,22.63
5023,751,2025,20,15190,41.62
5024,752,2025,6,2098,5.75
5025,753,2024,9,3773,10.34
5026,753,2025,64,21512,58.94
5027,754,2014,28,9403,25.76
5028,754,2015,21,7566,20.73
5029,754,2016,14,4475,12.26
5030,754,2017,16,5547,15.2
5031,754,2018,20,7098,19.45
5032,754,2019,19,6795,18.62
5033,754,2020,25,9084,24.89
5034,754,2021,41,14250,39.04
5035,754,2022,37,13976,38.29
5036,754,2023,27,10168,27.86
5037,754,2024,26,9964,27.3
5038,754,2025,28,9856,27.0
5039,755,2022,13,4395,12.04
5040,755,2023,10,3710,10.16
5041,755,2024,10,3619,9.92
5042,755,2025,19,6827,18.7
5043,756,2024,91,27328,74.87
5044,756,2025,109,31492,86.28
5045,757,2023,2,634,1.74
5046,757,2024,8,2403,6.58
5047,757,2025,9,2651,7.26
5048,758,2022,5,2774,7.6
5049,758,2023,84,40950,112.19
5050,758,2024,78,35084,96.12
5051,758,2025,78,31900,87.4
5052,759,2011,1,197,0.54
5053,759,2012,0,0,0.0
5054,759,2013,0,0,0.0
5055,759,2014,0,0,0.0
5056,759,2015,2,627,1.72
5057,759,2016,0,0,0.0
5058,759,2017,0,0,0.0
5059,759,2018,0,0,0.0
5060,759,2019,0,0,0.0
5061,759,2020,0,0,0.0
5062,759,2021,0,0,0.0
5063,759,2022,3,832,2.28
5064,759,2023,5,1478,4.05
5065,759,2024,29,6317,17.31
5066,759,2025,66,20753,56.86
5067,760,2015,2,1561,4.28
5068,760,2016,1,0,0.0
5069,760,2017,0,0,0.0
5070,760,2018,0,0,0.0
5071,760,2019,1,384,1.05
5072,760,2020,0,0,0.0
5073,760,2021,4,905,2.48
5074,760,2022,6,1412,3.87
5075,760,2023,7,1358,3.72
5076,760,2024,7,2562,7.02
5077,760,2025,16,3294,9.02
5078,761,2021,17,7126,19.52
5079,761,2022,11,4486,12.29
5080,761,2023,40,13328,36.52
5081,761,2024,51,22210,60.85
5082,761,2025,37,15262,41.81
5083,762,2004,1,98,0.27
5084,762,2005,0,0,0.0
5085,762,2006,1,174,0.48
5086,762,2007,0,0,0.0
5087,762,2008,1,341,0.93
5088,762,2009,0,0,0.0
5089,762,2010,0,0,0.0
5090,762,2011,0,0,0.0
5091,762,2012,0,0,0.0
5092,762,2013,0,0,0.0
5093,762,2014,0,0,0.0
5094,762,2015,0,0,0.0
5095,762,2016,0,0,0.0
5096,762,2017,0,0,0.0
5097,762,2018,0,0,0.0
5098,762,2019,1,336,0.92
