,user,year,books_read,pages_read,average
6532,954,2024,41,13427,36.79
6533,954,2025,112,31078,85.15
6534,955,2000,1,309,0.85
6535,955,2001,0,0,0.0
6536,955,2002,0,0,0.0
6537,955,2003,0,0,0.0
6538,955,2004,0,0,0.0
6539,955,2005,0,0,0.0
6540,955,2006,0,0,0.0
6541,955,2007,0,0,0.0
6542,955,2008,0,0,0.0
6543,955,2009,0,0,0.0
6544,955,2010,0,0,0.0
6545,955,2011,0,0,0.0
6546,955,2012,0,0,0.0
6547,955,2013,0,0,0.0
6548,955,2014,0,0,0.0
6549,955,2015,0,0,0.0
6550,955,2016,0,0,0.0
6551,955,2017,0,0,0.0
6552,955,2018,0,0,0.0
6553,955,2019,0,0,0.0
6554,955,2020,0,0,0.0
6555,955,2021,0,0,0.0
6556,955,2022,0,0,0.0
6557,955,2023,0,0,0.0
6558,955,2024,0,0,0.0
6559,955,2025,391,137740,377.37
6560,956,2020,1,489,1.34
6561,956,2021,1,416,1.14
6562,956,2022,121,41415,113.47
6563,956,2023,432,132602,363.29
6564,956,2024,565,173808,476.19
6565,956,2025,497,150021,411.02
6566,957,2017,1,176,0.48
6567,957,2018,0,0,0.0
6568,957,2019,0,0,0.0
6569,957,2020,3,570,1.56
6570,957,2021,0,0,0.0
6571,957,2022,228,60893,166.83
6572,957,2023,113,33331,91.32
6573,957,2024,23,6719,18.41
6574,957,2025,33,8566,23.47
6575,958,1998,1,32,0.09
6576,958,1999,0,0,0.0
6577,958,2000,0,0,0.0
6578,958,2001,0,0,0.0
6579,958,2002,0,0,0.0
6580,958,2003,0,0,0.0
6581,958,2004,0,0,0.0
6582,958,2005,0,0,0.0
6583,958,2006,1,128,0.35
6584,958,2007,2,818,2.24
6585,958,2008,0,0,0.0
6586,958,2009,0,0,0.0
6587,958,2010,0,0,0.0
6588,958,2011,1,320,0.88
6589,958,2012,1,197,0.54
6590,958,2013,0,0,0.0
6591,958,2014,0,0,0.0
6592,958,2015,0,0,0.0
6593,958,2016,3,763,2.09
6594,958,2017,0,0,0.0
6595,958,2018,1,254,0.7
6596,958,2019,1,140,0.38
6597,958,2020,0,0,0.0
6598,958,2021,6,1498,4.1
6599,958,2022,2,919,2.52
6600,958,2023,1,32,0.09
6601,958,2024,12,2870,7.86
6602,958,2025,28,7229,19.81
6603,959,2024,38,15035,41.19
6604,959,2025,53,19050,52.19
6605,960,2005,1,352,0.96
6606,960,2006,1,207,0.57
6607,960,2007,0,0,0.0
6608,960,2008,0,0,0.0
6609,960,2009,0,0,0.0
6610,960,2010,0,0,0.0
6611,960,2011,0,0,0.0
6612,960,2012,0,0,0.0
6613,960,2013,0,0,0.0
6614,960,2014,0,0,0.0
6615,960,2015,0,0,0.0
6616,960,2016,0,0,0.0
6617,960,2017,0,0,0.0
6618,960,2018,0,0,0.0
6619,960,2019,0,0,0.0
6620,960,2020,0,0,0.0
6621,960,2021,2,965,2.64
6622,960,2022,1,510,1.4
6623,960,2023,2,384,1.05
6624,960,2024,2,480,1.32
6625,960,2025,41,17830,48.85
6626,961,2025,27,10258,28.1
6627,962,2025,1,367,1.01
6628,963,2022,27,10322,28.28
6629,963,2023,22,6751,18.5
6630,963,2024,26,10926,29.93
6631,963,2025,19,6597,18.07
6632,964,2023,73,22595,61.9
6633,964,2024,135,45056,123.44
6634,964,2025,241,75262,206.2
6635,965,2022,29,12669,34.71
6636,965,2023,42,20096,55.06
6637,965,2024,1,2702,7.4
6638,965,2025,44,33044,90.53
6639,966,2020,32,7302,20.01
6640,966,2021,14,3369,9.23
6641,966,2022,14,3757,10.29
6642,966,2023,17,4288,11.75
6643,966,2024,32,7500,20.55
6644,966,2025,59,11963,32.78
6645,967,2018,2,752,2.06
6646,967,2019,0,0,0.0
6647,967,2020,0,0,0.0
6648,967,2021,20,8288,22.71
6649,967,2022,11,1962,5.38
6650,967,2023,41,17324,47.46
6651,967,2024,41,19535,53.52
6652,967,2025,111,39349,107.81
6653,968,2021,1,384,1.05
6654,968,2022,36,13037,35.72
6655,968,2023,35,11907,32.62
6656,968,2024,22,7801,21.37
6657,968,2025,18,5522,15.13
6658,969,2025,36,15306,41.93
6659,970,2021,4,1827,5.01
6660,970,2022,6,2498,6.84
6661,970,2023,2,822,2.25
6662,970,2024,54,21811,59.76
6663,970,2025,63,22809,62.49
6664,971,2025,15,5728,15.69
6665,972,2021,3,987,2.7
6666,972,2022,45,15926,43.63
6667,972,2023,127,43078,118.02
6668,972,2024,252,86077,235.83
6669,972,2025,348,117420,321.7
6670,973,2009,3,1378,3.78
6671,973,2010,1,325,0.89
6672,973,2011,13,4158,11.39
6673,973,2012,97,26436,72.43
6674,973,2013,54,17015,46.62
6675,973,2014,42,10968,30.05
6676,973,2015,29,7372,20.2
6677,973,2016,13,3293,9.02
6678,973,2017,13,4241,11.62
6679,973,2018,21,7430,20.36
6680,973,2019,14,3549,9.72
6681,973,2020,37,12572,34.44
6682,973,2021,50,17385,47.63
6683,973,2022,36,12458,34.13
6684,973,2023,82,27448,75.2
6685,973,2024,68,20043,54.91
6686,973,2025,48,15218,41.69
6687,974,2019,1,256,0.7
6688,974,2020,0,0,0.0
6689,974,2021,0,0,0.0
6690,974,2022,51,18020,49.37
6691,974,2023,123,42416,116.21
6692,974,2024,64,21554,59.05
6693,974,2025,33,11119,30.46
6694,975,2023,4,1166,3.19
6695,975,2024,122,45480,124.6
6696,975,2025,132,43509,119.2
6697,976,2022,12,4286,11.74
6698,976,2023,89,33876,92.81
6699,976,2024,87,33993,93.13
6700,976,2025,103,43516,119.22
6701,977,2011,12,3699,10.13
6702,977,2012,21,5157,14.13
6703,977,2013,17,5009,13.72
6704,977,2014,13,3263,8.94
6705,977,2015,15,4414,12.09
6706,977,2016,9,2913,7.98
6707,977,2017,6,1415,3.88
6708,977,2018,0,0,0.0
6709,977,2019,6,1902,5.21
6710,977,2020,34,7954,21.79
6711,977,2021,90,25111,68.8
6712,977,2022,104,30589,83.81
6713,977,2023,93,25162,68.94
6714,977,2024,62,17538,48.05
6715,977,2025,66,19295,52.86
6716,978,2024,187,69242,189.7
6717,978,2025,195,71717,196.48
6718,979,2018,1,240,0.66
6719,979,2019,20,6063,16.61
6720,979,2020,31,8876,24.32
6721,979,2021,33,6606,18.1
6722,979,2022,33,6385,17.49
6723,979,2023,28,8182,22.42
6724,979,2024,27,7143,19.57
6725,979,2025,30,6772,18.55
6726,980,2010,14,6322,17.32
6727,980,2011,12,4004,10.97
6728,980,2012,5,2126,5.82
6729,980,2013,0,0,0.0
6730,980,2014,17,5703,15.62
6731,980,2015,39,11414,31.27
6732,980,2016,30,11243,30.8
6733,980,2017,33,11000,30.14
6734,980,2018,27,10619,29.09
6735,980,2019,27,8855,24.26
6736,980,2020,23,5693,15.6
6737,980,2021,29,7880,21.59
6738,980,2022,18,6553,17.95
6739,980,2023,41,13534,37.08
6740,980,2024,43,14573,39.93
6741,980,2025,37,12884,35.3
6742,981,2024,23,5629,15.42
6743,981,2025,42,10487,28.73
6744,982,2023,4,1489,4.08
6745,982,2024,10,3657,10.02
6746,982,2025,17,6234,17.08
6747,983,2022,3,1220,3.34
6748,983,2023,3,1238,3.39
6749,983,2024,3,729,2.0
6750,983,2025,28,11249,30.82
6751,984,2014,1,369,1.01
6752,984,2015,0,0,0.0
6753,984,2016,0,0,0.0
6754,984,2017,0,0,0.0
6755,984,2018,1,432,1.18
6756,984,2019,0,0,0.0
6757,984,2020,0,0,0.0
6758,984,2021,3,800,2.19
6759,984,2022,5,1200,3.29
6760,984,2023,12,4447,12.18
6761,984,2024,16,6453,17.68
6762,984,2025,17,5838,15.99
6763,985,2010,4,1384,3.79
6764,985,2011,4,1726,4.73
6765,985,2012,0,0,0.0
6766,985,2013,9,4283,11.73
6767,985,2014,3,1538,4.21
6768,985,2015,3,1174,3.22
6769,985,2016,3,1061,2.91
6770,985,2017,5,1868,5.12
6771,985,2018,4,2095,5.74
6772,985,2019,10,4656,12.76
6773,985,2020,2,697,1.91
6774,985,2021,13,4705,12.89
6775,985,2022,31,11516,31.55
6776,985,2023,1,388,1.06
6777,986,2024,314,76203,208.78
6778,986,2025,231,51267,140.46
6779,987,2023,19,6577,18.02
6780,987,2024,41,14480,39.67
6781,987,2025,34,12418,34.02
6782,988,2025,1,364,1.0
6783,989,2023,26,7147,19.58
6784,989,2024,28,9017,24.7
6785,989,2025,33,8611,23.59
6786,990,2024,26,7333,20.09
6787,990,2025,59,19953,54.67
6788,991,2022,3,1214,3.33
6789,991,2023,7,3486,9.55
6790,991,2024,26,11735,32.15
6791,991,2025,37,13990,38.33
6792,992,2025,22,8173,22.39
6793,993,2025,97,32980,90.36
6794,994,2009,1,320,0.88
6795,994,2010,0,0,0.0
6796,994,2011,0,0,0.0
6797,994,2012,0,0,0.0
6798,994,2013,1,235,0.64
6799,994,2014,1,401,1.1
6800,994,2015,1,709,1.94
6801,994,2016,0,0,0.0
6802,994,2017,1,936,2.56
6803,994,2018,0,0,0.0
6804,994,2019,0,0,0.0
6805,994,2020,1,354,0.97
6806,994,2021,0,0,0.0
6807,994,2022,0,0,0.0
6808,994,2023,1,280,0.77
6809,994,2024,3,1346,3.69
6810,994,2025,11,3827,10.48
6811,995,2007,162,37387,102.43
6812,995,2008,246,56873,155.82
6813,995,2009,228,48001,131.51
6814,995,2010,201,45068,123.47
6815,995,2011,204,49832,136.53
6816,995,2012,167,36068,98.82
6817,995,2013,219,48890,133.95
6818,995,2014,35,8307,22.76
6819,995,2015,242,54922,150.47
6820,995,2016,227,56603,155.08
6821,995,2017,160,42478,116.38
6822,995,2018,95,30469,83.48
6823,995,2019,39,11480,31.45
6824,995,2020,473,49073,134.45
6825,995,2021,314,35151,96.3
6826,995,2022,46,13479,36.93
6827,995,2023,50,16498,45.2
6828,995,2024,5,1586,4.35
6829,995,2025,17,4708,12.9
6830,996,2023,1,346,0.95
6831,996,2024,0,0,0.0
6832,996,2025,129,47301,129.59
6833,997,2023,1,292,0.8
6834,997,2024,19,6436,17.63
6835,997,2025,72,24226,66.37
6836,998,2020,1,304,0.83
6837,998,2021,0,0,0.0
6838,998,2022,7,1855,5.08
6839,998,2023,2,656,1.8
6840,998,2024,14,5151,14.11
6841,998,2025,69,28077,76.92
6842,999,2015,1,102,0.28
6843,999,2016,1,437,1.2
6844,999,2017,0,0,0.0
6845,999,2018,0,0,0.0
6846,999,2019,0,0,0.0
6847,999,2020,0,0,0.0
6848,999,2021,0,0,0.0
6849,999,2022,0,0,0.0
6850,999,2023,31,14219,38.96
6851,999,2024,154,47467,130.05
6852,999,2025,86,25663,70.31
6853,1000,1992,1,0,0.0
6854,1000,1993,0,0,0.0
6855,1000,1994,0,0,0.0
6856,1000,1995,1,483,1.32
6857,1000,1996,0,0,0.0
6858,1000,1997,1,227,0.62
6859,1000,1998,2,729,2.0
6860,1000,1999,0,0,0.0
6861,1000,2000,3,1065,2.92
6862,1000,2001,1,444,1.22
6863,1000,2002,3,1497,4.1
6864,1000,2003,1,382,1.05
6865,1000,2004,2,848,2.32
6866,1000,2005,4,2484,6.81
6867,1000,2006,3,1280,3.51
6868,1000,2007,1,710,1.95
6869,1000,2008,0,0,0.0
6870,1000,2009,2,1816,4.98
6871,1000,2010,21,2449,6.71
6872,1000,2011,0,0,0.0
6873,1000,2012,0,0,0.0
6874,1000,2013,3,2060,5.64
6875,1000,2014,3,1661,4.55
6876,1000,2015,3,1763,4.83
6877,1000,2016,6,3508,9.61
6878,1000,2017,63,25213,69.08
6879,1000,2018,148,44000,120.55
6880,1000,2019,84,32944,90.26
6881,1000,2020,130,45043,123.41
6882,1000,2021,67,35758,97.97
6883,1000,2022,92,42637,116.81
6884,1000,2023,130,53527,146.65
6885,1000,2024,214,78068,213.88
6886,1000,2025,192,63422,173.76
6887,1001,2025,11,3806,10.43
6888,1002,2025,4,1879,5.15
6889,1003,2025,8,1645,4.51
6890,1004,2020,1,160,0.44
6891,1004,2021,0,0,0.0
6892,1004,2022,0,0,0.0
6893,1004,2023,0,0,0.0
6894,1004,2024,3,707,1.94
6895,1004,2025,17,3338,9.15
6896,1005,2024,290,101393,277.79
6897,1005,2025,311,79769,218.55
6898,1006,2021,3,1272,3.48
6899,1006,2022,4,2286,6.26
6900,1006,2023,27,11444,31.35
6901,1006,2024,28,13153,36.04
6902,1006,2025,30,12550,34.38
6903,1007,2021,40,13182,36.12
6904,1007,2022,34,11445,31.36
6905,1007,2023,95,37384,102.42
6906,1007,2024,70,27594,75.6
6907,1007,2025,40,16513,45.24
6908,1008,2025,1,400,1.1
6909,1009,2023,16,5960,16.33
6910,1009,2024,2,924,2.53
6911,1009,2025,6,2713,7.43
6912,1010,2010,3,792,2.17
6913,1010,2011,2,570,1.56
6914,1010,2012,5,1607,4.4
6915,1010,2013,5,1616,4.43
6916,1010,2014,10,2590,7.1
6917,1010,2015,4,1008,2.76
6918,1010,2016,17,4031,11.04
6919,1010,2017,36,10154,27.82
6920,1010,2018,20,6123,16.78
6921,1010,2019,15,4630,12.68
6922,1010,2020,5,1164,3.19
6923,1010,2021,4,1410,3.86
6924,1010,2022,3,1801,4.93
6925,1010,2023,12,4821,13.21
6926,1010,2024,17,5768,15.8
6927,1010,2025,17,6066,16.62
6928,1011,2022,24,5352,14.66
6929,1011,2023,13,3387,9.28
6930,1011,2024,49,11599,31.78
6931,1011,2025,41,10491,28.74
6932,1012,2021,1,390,1.07
6933,1012,2022,42,14190,38.88
6934,1012,2023,68,23972,65.68
6935,1012,2024,72,23216,63.61
6936,1012,2025,81,27004,73.98
6937,1013,2012,2,521,1.43
6938,1013,2013,1,336,0.92
6939,1013,2014,0,0,0.0
6940,1013,2015,0,0,0.0
6941,1013,2016,2,2094,5.74
6942,1013,2017,0,0,0.0
6943,1013,2018,2,565,1.55
6944,1013,2019,2,1552,4.25
6945,1013,2020,1,661,1.81
6946,1013,2021,2,2337,6.4
6947,1013,2022,2,1536,4.21
6948,1013,2023,1,416,1.14
6949,1014,2020,9,2281,6.25
6950,1014,2021,7,2967,8.13
6951,1014,2022,16,5185,14.21
6952,1014,2023,50,18091,49.56
6953,1014,2024,91,28294,77.52
6954,1014,2025,95,25737,70.51
6955,1015,2021,3,986,2.7
6956,1015,2022,3,986,2.7
6957,1015,2023,4,1771,4.85
6958,1015,2024,203,66134,181.19
6959,1015,2025,90,22844,62.59
6960,1016,2012,1,308,0.84
6961,1017,2012,168,55283,151.46
6962,1017,2013,158,37221,101.98
6963,1017,2014,0,0,0.0
6964,1017,2015,0,0,0.0
6965,1017,2016,46,8076,22.13
6966,1017,2017,48,13246,36.29
6967,1017,2018,79,15199,41.64
6968,1017,2019,129,25069,68.68
6969,1017,2020,160,35267,96.62
6970,1017,2021,257,61621,168.82
6971,1017,2022,200,49100,134.52
6972,1017,2023,130,33104,90.7
6973,1017,2024,169,48738,133.53
6974,1017,2025,209,54965,150.59
6975,1018,2013,3,547,1.5
6976,1018,2014,47,10772,29.51
6977,1018,2015,384,64045,175.47
6978,1018,2016,258,59157,162.07
6979,1018,2017,153,36415,99.77
6980,1018,2018,214,52004,142.48
6981,1018,2019,194,45798,125.47
6982,1018,2020,86,19431,53.24
6983,1018,2021,195,34898,95.61
6984,1018,2022,162,40122,109.92
6985,1018,2023,216,56678,155.28
6986,1018,2024,255,71340,195.45
6987,1018,2025,202,62255,170.56
6988,1019,2015,42,13663,37.43
6989,1019,2016,3,694,1.9
6990,1019,2017,15,5203,14.25
6991,1019,2018,0,0,0.0
6992,1019,2019,0,0,0.0
6993,1019,2020,0,0,0.0
6994,1019,2021,98,34130,93.51
6995,1019,2022,121,40853,111.93
6996,1019,2023,113,36634,100.37
6997,1019,2024,98,33227,91.03
6998,1019,2025,95,31236,85.58
6999,1020,2024,195,68338,187.23
7000,1020,2025,157,51656,141.52
7001,1021,2016,5,1796,4.92
7002,1021,2017,1,525,1.44
7003,1021,2018,8,2436,6.67
7004,1021,2019,9,2390,6.55
7005,1021,2020,6,1696,4.65
7006,1021,2021,102,28202,77.27
7007,1021,2022,76,18603,50.97
7008,1021,2023,167,46703,127.95
7009,1021,2024,205,60994,167.11
7010,1021,2025,206,68974,188.97
7011,1022,2023,155,58244,159.57
7012,1022,2024,133,54489,149.28
7013,1022,2025,137,54836,150.24
7014,1023,2023,76,24784,67.9
7015,1023,2024,100,31761,87.02
7016,1023,2025,16,4578,12.54
7017,1024,2025,426,119165,326.48
7018,1025,2020,1,304,0.83
7019,1025,2021,0,0,0.0
7020,1025,2022,7,2249,6.16
7021,1025,2023,31,7948,21.78
7022,1025,2024,44,11110,30.44
7023,1025,2025,77,20829,57.07
7024,1026,2023,3,1025,2.81
7025,1026,2024,68,24105,66.04
7026,1026,2025,75,25888,70.93
7027,1027,2017,1,400,1.1
7028,1027,2018,0,0,0.0
7029,1027,2019,201,58649,160.68
7030,1027,2020,228,56647,155.2
7031,1027,2021,266,81552,223.43
7032,1027,2022,371,117031,320.63
7033,1027,2023,377,111596,305.74
7034,1027,2024,464,134867,369.5
7035,1027,2025,375,112726,308.84
7036,1028,2004,1,319,0.87
7037,1028,2005,0,0,0.0
7038,1028,2006,67,3596,9.85
7039,1028,2007,32,3790,10.38
7040,1028,2008,43,9237,25.31
7041,1028,2009,84,14062,38.53
7042,1028,2010,51,10727,29.39
7043,1028,2011,104,9437,25.85
7044,1028,2012,46,13933,38.17
7045,1028,2013,61,11889,32.57
7046,1028,2014,136,20909,57.28
7047,1028,2015,112,21384,58.59
7048,1028,2016,102,21227,58.16
7049,1028,2017,57,11869,32.52
7050,1028,2018,95,20102,55.07
7051,1028,2019,106,23419,64.16
7052,1028,2020,68,25989,71.2
7053,1028,2021,88,19326,52.95
7054,1028,2022,89,21111,57.84
7055,1028,2023,79,20410,55.92
7056,1028,2024,89,20624,56.5
7057,1028,2025,91,24542,67.24
7058,1029,2025,40,19426,53.22
7059,1030,2015,50,17628,48.3
7060,1030,2016,30,8485,23.25
7061,1030,2017,0,0,0.0
7062,1030,2018,0,0,0.0
7063,1030,2019,0,0,0.0
7064,1030,2020,0,0,0.0
7065,1030,2021,0,0,0.0
7066,1030,2022,0,0,0.0
7067,1030,2023,0,0,0.0
7068,1030,2024,0,0,0.0
7069,1030,2025,87,24381,66.8
7070,1031,2018,3,1101,3.02
7071,1031,2019,19,7552,20.69
7072,1031,2020,52,17237,47.22
7073,1031,2021,24,7983,21.87
7074,1031,2022,20,6579,18.02
7075,1031,2023,91,31698,86.84
7076,1031,2024,87,29891,81.89
7077,1031,2025,87,27259,74.68
7078,1032,2024,158,61931,169.67
7079,1032,2025,174,71137,194.9
7080,1033,2024,2,887,2.43
7081,1033,2025,20,6991,19.15
7082,1034,2024,65,24258,66.46
7083,1034,2025,59,22329,61.18
7084,1035,2025,5,2440,6.68
7085,1036,2011,34,11021,30.19
7086,1036,2012,13,3695,10.12
7087,1036,2013,8,2313,6.34
7088,1036,2014,1,422,1.16
7089,1036,2015,16,5479,15.01
7090,1036,2016,23,7406,20.29
7091,1036,2017,7,1937,5.31
7092,1036,2018,27,8465,23.19
7093,1036,2019,26,7911,21.67
7094,1036,2020,98,30464,83.46
7095,1036,2021,163,47875,131.16
7096,1036,2022,161,50113,137.3
7097,1036,2023,124,36060,98.79
7098,1036,2024,166,46714,127.98
7099,1036,2025,155,48385,132.56
7100,1037,2019,44,15430,42.27
7101,1037,2020,68,27128,74.32
7102,1037,2021,65,25292,69.29
7103,1037,2022,72,28928,79.25
7104,1037,2023,115,40431,110.77
7105,1037,2024,100,35740,97.92
7106,1037,2025,105,40180,110.08
7107,1038,2019,3,1289,3.53
7108,1038,2020,1,432,1.18
7109,1038,2021,0,0,0.0
7110,1038,2022,62,19979,54.74
7111,1038,2023,106,34254,93.85
7112,1038,2024,137,47078,128.98
7113,1038,2025,261,75868,207.86
7114,1039,2024,39,10198,27.94
7115,1039,2025,16,5537,15.17
7116,1040,2021,9,3571,9.78
7117,1040,2022,21,7682,21.05
7118,1040,2023,17,5387,14.76
7119,1040,2024,27,12294,33.68
7120,1040,2025,32,14587,39.96
7121,1041,2023,13,5300,14.52
7122,1041,2024,70,25469,69.78
7123,1041,2025,33,12190,33.4
7124,1042,2023,1,123,0.34
7125,1042,2024,0,0,0.0
7126,1042,2025,10,1977,5.42
7127,1043,2016,1,224,0.61
7128,1043,2017,0,0,0.0
7129,1043,2018,0,0,0.0
7130,1043,2019,26,9249,25.34
7131,1043,2020,54,22069,60.46
7132,1043,2021,57,22769,62.38
7133,1043,2022,68,25633,70.23
7134,1043,2023,70,28445,77.93
7135,1043,2024,71,24452,66.99
7136,1043,2025,76,26646,73.0
7137,1044,1997,2,464,1.27
7138,1044,1998,1,273,0.75
7139,1044,1999,1,288,0.79
7140,1044,2000,1,734,2.01
7141,1044,2001,0,0,0.0
7142,1044,2002,0,0,0.0
7143,1044,2003,0,0,0.0
7144,1044,2004,3,617,1.69
7145,1044,2005,2,411,1.13
7146,1044,2006,3,1578,4.32
7147,1044,2007,0,0,0.0
7148,1044,2008,0,0,0.0
7149,1044,2009,0,0,0.0
7150,1044,2010,0,0,0.0
7151,1044,2011,1,738,2.02
7152,1044,2012,0,0,0.0
7153,1044,2013,0,0,0.0
7154,1044,2014,0,0,0.0
7155,1044,2015,0,0,0.0
7156,1044,2016,0,0,0.0
7157,1044,2017,0,0,0.0
7158,1044,2018,2,452,1.24
7159,1044,2019,0,0,0.0
7160,1044,2020,0,0,0.0
7161,1044,2021,0,0,0.0
7162,1044,2022,20,6404,17.55
7163,1044,2023,222,64943,177.93
7164,1044,2024,522,171954,471.11
7165,1044,2025,490,156339,428.33
7166,1045,2021,1,423,1.16
7167,1045,2022,0,0,0.0
7168,1045,2023,2,1423,3.9
7169,1045,2024,34,16239,44.49
7170,1045,2025,27,16382,44.88
7171,1046,2025,48,15991,43.81
7172,1047,2020,1,400,1.1
7173,1047,2021,6,1864,5.11
7174,1047,2022,10,3757,10.29
7175,1047,2023,11,3492,9.57
7176,1047,2024,10,2894,7.93
7177,1047,2025,27,8554,23.44
7178,1048,2020,5,1181,3.24
7179,1048,2021,3,1138,3.12
7180,1048,2022,21,7108,19.47
7181,1048,2023,30,9705,26.59
7182,1048,2024,48,16614,45.52
7183,1048,2025,75,24788,67.91
7184,1049,2023,5,1977,5.42
7185,1049,2024,19,7813,21.41
7186,1049,2025,212,99209,271.81
7187,1050,2022,24,9917,27.17
7188,1050,2023,30,11676,31.99
7189,1050,2024,24,9557,26.18
7190,1050,2025,29,11628,31.86
7191,1051,2023,257,98865,270.86
7192,1051,2024,210,80910,221.67
7193,1051,2025,166,62694,171.76
7194,1052,2011,1,435,1.19
7195,1052,2012,3,1232,3.38
7196,1052,2013,5,1942,5.32
7197,1052,2014,5,1700,4.66
7198,1052,2015,1,264,0.72
7199,1052,2016,0,0,0.0
7200,1052,2017,0,0,0.0
7201,1052,2018,0,0,0.0
7202,1052,2019,14,4783,13.1
7203,1052,2020,45,16083,44.06
7204,1052,2021,25,8959,24.55
7205,1052,2022,30,10502,28.77
7206,1052,2023,74,21642,59.29
7207,1052,2024,52,15847,43.42
7208,1052,2025,118,30597,83.83
7209,1053,2025,42,14532,39.81
7210,1054,2022,65,17897,49.03
7211,1054,2023,57,18252,50.01
7212,1054,2024,50,14979,41.04
7213,1054,2025,45,12962,35.51
7214,1055,2024,4,1550,4.25
7215,1055,2025,15,5801,15.89
7216,1056,2025,11,3959,10.85
7217,1057,2020,8,4037,11.06
7218,1057,2021,10,4258,11.67
7219,1057,2022,59,20992,57.51
7220,1057,2023,75,27250,74.66
7221,1057,2024,17,8145,22.32
7222,1057,2025,46,18798,51.5
7223,1058,2024,88,27927,76.51
7224,1058,2025,343,120546,330.26
7225,1059,2024,1,56,0.15
7226,1059,2025,7,2147,5.88
7227,1060,2012,1,584,1.6
7228,1060,2013,0,0,0.0
7229,1060,2014,0,0,0.0
7230,1060,2015,0,0,0.0
7231,1060,2016,0,0,0.0
7232,1060,2017,2,516,1.41
7233,1060,2018,3,799,2.19
7234,1060,2019,1,253,0.69
7235,1060,2020,0,0,0.0
7236,1060,2021,0,0,0.0
7237,1060,2022,0,0,0.0
7238,1060,2023,21,6645,18.21
7239,1060,2024,34,11158,30.57
7240,1060,2025,37,11418,31.28
7241,1061,2024,20,7003,19.19
7242,1061,2025,48,16125,44.18
7243,1062,2023,1,320,0.88
7244,1062,2024,14,5236,14.35
7245,1062,2025,11,4406,12.07
7246,1063,2019,1,225,0.62
7247,1063,2020,0,0,0.0
7248,1063,2021,0,0,0.0
7249,1063,2022,0,0,0.0
7250,1063,2023,0,0,0.0
7251,1063,2024,0,0,0.0
7252,1063,2025,18,5092,13.95
7253,1064,2018,1,383,1.05
7254,1064,2019,1,320,0.88
7255,1064,2020,0,0,0.0
7256,1064,2021,0,0,0.0
7257,1064,2022,9,2570,7.04
7258,1064,2023,31,12907,35.36
7259,1064,2024,6,2432,6.66
7260,1064,2025,8,3098,8.49
7261,1065,2020,2,861,2.36
7262,1065,2021,9,3250,8.9
7263,1065,2022,0,0,0.0
7264,1065,2023,68,29015,79.49
7265,1065,2024,73,30341,83.13
7266,1065,2025,65,24723,67.73
7267,1066,2024,12,4773,13.08
7268,1066,2025,89,27168,74.43
7269,1067,2020,9,3925,10.75
7270,1067,2021,1,368,1.01
7271,1067,2022,17,7056,19.33
7272,1067,2023,7,2420,6.63
7273,1067,2024,8,2170,5.95
7274,1067,2025,142,58842,161.21
7275,1068,2024,26,10494,28.75
7276,1068,2025,103,45953,125.9
7277,1069,2010,1,110,0.3
7278,1069,2011,0,0,0.0
7279,1069,2012,0,0,0.0
7280,1069,2013,0,0,0.0
7281,1069,2014,0,0,0.0
7282,1069,2015,0,0,0.0
7283,1069,2016,0,0,0.0
7284,1069,2017,0,0,0.0
7285,1069,2018,0,0,0.0
7286,1069,2019,0,0,0.0
7287,1069,2020,22,11931,32.69
7288,1069,2021,47,16774,45.96
7289,1069,2022,47,17465,47.85
7290,1069,2023,48,19562,53.59
7291,1069,2024,64,21278,58.3
7292,1069,2025,89,27297,74.79
7293,1070,2012,1,249,0.68
7294,1070,2013,0,0,0.0
7295,1070,2014,0,0,0.0
7296,1070,2015,27,5132,14.06
7297,1070,2016,27,6245,17.11
7298,1070,2017,0,0,0.0
7299,1070,2018,0,0,0.0
7300,1070,2019,55,12583,34.47
7301,1070,2020,62,14933,40.91
7302,1070,2021,47,11512,31.54
7303,1070,2022,48,9518,26.08
7304,1070,2023,26,6750,18.49
7305,1070,2024,45,15085,41.33
7306,1070,2025,50,12745,34.92
7307,1071,2024,37,11724,32.12
7308,1071,2025,146,38899,106.57
7309,1072,2020,1,336,0.92
7310,1072,2021,14,5102,13.98
7311,1072,2022,23,9043,24.78
7312,1072,2023,118,43583,119.41
7313,1072,2024,180,63203,173.16
7314,1072,2025,179,63682,174.47
7315,1073,2024,23,4569,12.52
7316,1073,2025,101,16980,46.52
7317,1074,2022,1,206,0.56
7318,1074,2023,29,12735,34.89
7319,1074,2024,34,15050,41.23
7320,1074,2025,63,26136,71.61
7321,1075,2025,22,6122,16.77
7322,1076,2024,23,9911,27.15
7323,1076,2025,10,3392,9.29
7324,1077,2023,2,622,1.7
7325,1077,2024,41,18841,51.62
7326,1077,2025,54,25508,69.88
7327,1078,2014,30,11584,31.74
7328,1078,2015,5,1884,5.16
7329,1078,2016,10,4331,11.87
7330,1078,2017,12,4071,11.15
7331,1078,2018,1,288,0.79
7332,1078,2019,3,1187,3.25
7333,1078,2020,23,8867,24.29
7334,1078,2021,33,12456,34.13
7335,1078,2022,52,21358,58.52
7336,1078,2023,85,34181,93.65
7337,1078,2024,210,78457,214.95
7338,1078,2025,147,55987,153.39
7339,1079,2016,5,1584,4.34
7340,1079,2017,83,25398,69.58
7341,1079,2018,17,5769,15.81
